Label,Ann Return,Ann Vol,Sharpe,Max Drawdown,Tracking Error,Information Ratio,Avg Turnover,BreakEvenTC
Benchmark,4.131221134731934,6.5115273683143045,0.4642193020636911,25.87475970599312,,,0.6517132973663796,
Dynamic,5.6208585531014394,6.544793263434645,0.6894662561562597,22.180094298094055,2.088141478765306,0.7133795451687064,7.889353381855157,1.573468008370564
