Label,Ann Return,Ann Vol,Sharpe,Max Drawdown,Tracking Error,Information Ratio,Avg Turnover,BreakEvenTC
Benchmark,4.131221134731934,6.5115273683143045,0.4642193020636911,25.87475970599312,,,0.6517132973663796,
Dynamic,5.67569952175801,6.498604475253895,0.7028055168929367,21.984838359329938,2.2126834059482134,0.6980114655689804,8.440262446781297,1.524911494917499
