Lambda,Dynamic Sharpe,Benchmark Sharpe,Dynamic Return,Tracking Error,Dynamic Turnover,Sign Matches
0.1,0.8356526363039696,0.4642193020636911,6.5341871415217705,2.4813355748677552,11.873811939254576,11
0.3,0.7028055168929367,0.4642193020636911,5.67569952175801,2.2126834059482134,8.440262446781297,12
0.5,0.7215794512573769,0.4642193020636911,5.775956432390346,2.304653172209273,6.867990495341349,12
