Parameter,Value,Dynamic Ann Return (%),Dynamic Ann Vol (%),Dynamic Sharpe,Dynamic Max DD (%),Dynamic Turnover (%),Tracking Error (%),Information Ratio,Break-even TC (%)
kappa,0.3,2.943005589838136,5.1756016587601845,0.5686306218827384,-11.408926231475103,30.82333285242358,4.320249922717679,0.5722100085370835,0.6049522850890668
kappa,0.5,3.612800041935,5.580925392056722,0.647347847917312,-8.869371060050424,33.869547759085144,5.007178978266549,0.6274760121207371,0.7017484633727181
kappa,0.7,4.0770187863305,6.025461923919426,0.6766317400738784,-8.7550744800597,34.64559322365174,5.623981717109451,0.6412011316968514,0.7831152417292085
