Parameter,Value,Dynamic Ann Return (%),Dynamic Ann Vol (%),Dynamic Sharpe,Dynamic Max DD (%),Dynamic Turnover (%),Tracking Error (%),Information Ratio,Break-even TC (%)
lambda_value,0.3,4.528601826636166,5.950373785615829,0.7610617399504226,-11.009708751177627,35.591112270200924,5.384756014941084,0.753550666121136,0.8704411455023171
lambda_value,0.5,3.612800041935,5.580925392056722,0.647347847917312,-8.869371060050424,33.869547759085144,5.007178978266549,0.6274760121207371,0.7017484633727181
lambda_value,0.7,4.065562559395812,5.622886956928063,0.7230382880784323,-7.968706908919843,28.07374847170163,5.003295566929071,0.718455899043482,0.9793228909471194
