,Ann Return (%),Ann Vol (%),Sharpe,Skew,Excess Kurtosis
Size,2.4023744292237446,10.521718022224968,0.22832530050218244,0.3575714621893489,3.3670068367497814
Value,3.187762557077625,10.190431981265895,0.3128191781210073,0.034634303704581926,2.0901772937169136
Momentum,7.306118721461187,14.842956398566232,0.4922279986059198,-1.292623421108456,9.788243036788053
Profitability,3.2456621004566206,7.743609663263975,0.4191407162287873,-0.40103078910460954,12.250261038838023
Investment,3.304474885844749,6.865739350924767,0.481299204200005,0.36868952304673086,1.1952858302374763
